Gene_ID,Name
SMEL4.1_07g010610.1.01,Protein of unknown function
SMEL4.1_07g010620.1.01,Protein of unknown function
SMEL4.1_07g010630.1.01,Protein of unknown function
SMEL4.1_07g010640.1.01,Protein of unknown function
SMEL4.1_07g010650.1.01,Protein of unknown function
SMEL4.1_07g010660.1.01,Protein of unknown function
SMEL4.1_07g010670.1.01,Protein of unknown function
SMEL4.1_07g010680.1.01,Similar to At3g55350 Protein ALP1-like (Arabidopsis thaliana OX=3702)
SMEL4.1_07g010690.1.01,Protein of unknown function
SMEL4.1_07g010700.1.01,Protein of unknown function
SMEL4.1_07g010710.1.01,Protein of unknown function
SMEL4.1_07g010720.1.01,Similar to CFIS1 Pre-mRNA cleavage factor Im 25 kDa subunit 1 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g010730.1.01,Similar to CFIS1 Pre-mRNA cleavage factor Im 25 kDa subunit 1 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g010740.1.01,Similar to PP2C06 Probable protein phosphatase 2C 6 (Oryza sativa subsp. japonica OX=39947)
SMEL4.1_07g010750.1.01,"Similar to atpA ATP synthase subunit alpha, chloroplastic (Cucumis sativus OX=3659)"
SMEL4.1_07g010760.1.01,Similar to CCT5 T-complex protein 1 subunit epsilon (Arabidopsis thaliana OX=3702)
SMEL4.1_07g010770.1.01,Similar to UBA1C UBP1-associated proteins 1C (Arabidopsis thaliana OX=3702)
SMEL4.1_07g010780.1.01,Protein of unknown function
SMEL4.1_07g010790.1.01,Protein of unknown function
SMEL4.1_07g010800.1.01,Protein of unknown function
SMEL4.1_07g010810.1.01,Protein of unknown function
SMEL4.1_07g010820.1.01,Protein of unknown function
SMEL4.1_07g010830.1.01,Similar to CML26 Probable calcium-binding protein CML26 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g010840.1.01,Protein of unknown function
SMEL4.1_07g010850.1.01,Similar to ADA2B Transcriptional adapter ADA2b (Arabidopsis thaliana OX=3702)
SMEL4.1_07g010860.1.01,Similar to ADA2B Transcriptional adapter ADA2b (Arabidopsis thaliana OX=3702)
SMEL4.1_07g010870.1.01,Similar to TUBB2 Tubulin beta-2 chain (Eleusine indica OX=29674)
SMEL4.1_07g010880.1.01,Protein of unknown function
SMEL4.1_07g010890.1.01,Similar to GRXS1 Monothiol glutaredoxin-S1 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g010900.1.01,Protein of unknown function
SMEL4.1_07g010910.1.01,Similar to GRXS1 Monothiol glutaredoxin-S1 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g010920.1.01,Protein of unknown function
SMEL4.1_07g010930.1.01,Protein of unknown function
SMEL4.1_07g010940.1.01,Protein of unknown function
SMEL4.1_07g010950.1.01,"Similar to atpB ATP synthase subunit beta, chloroplastic (Atropa belladonna OX=33113)"
SMEL4.1_07g010960.1.01,Similar to GPC1 Glycerophosphocholine acyltransferase 1 (Ricinus communis OX=3988)
SMEL4.1_07g010970.1.01,Similar to PMIR1 Protein PLASTID MOVEMENT IMPAIRED 1-RELATED 1 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g010980.1.01,Similar to WAV2 Alpha/beta hydrolase domain-containing protein WAV2 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g010990.1.01,Similar to XI-K Myosin-17 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g011000.1.01,Protein of unknown function
SMEL4.1_07g011010.1.01,Protein of unknown function
SMEL4.1_07g011020.1.01,Protein of unknown function
SMEL4.1_07g011030.1.01,Similar to PDAT1 Phospholipid:diacylglycerol acyltransferase 1 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g011040.1.01,Protein of unknown function
SMEL4.1_07g011050.1.01,Protein of unknown function
SMEL4.1_07g011060.1.01,Similar to RPL19B 60S ribosomal protein L19-2 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g011070.1.01,Protein of unknown function
SMEL4.1_07g011080.1.01,Similar to BRXL4 Protein Brevis radix-like 4 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g011090.1.01,Similar to At3g13980 Protein BIG GRAIN 1-like A (Arabidopsis thaliana OX=3702)
SMEL4.1_07g011100.1.01,"Similar to NLP3 Omega-amidase, chloroplastic (Arabidopsis thaliana OX=3702)"
SMEL4.1_07g011110.1.01,Protein of unknown function
SMEL4.1_07g011120.1.01,Similar to RPS3C 40S ribosomal protein S3-3 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g011130.1.01,Similar to SNL3 Paired amphipathic helix protein Sin3-like 3 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g011140.1.01,Protein of unknown function
SMEL4.1_07g011150.1.01,Protein of unknown function
SMEL4.1_07g011160.1.01,Protein of unknown function
SMEL4.1_07g011170.1.01,"Similar to At5g06400 Putative pentatricopeptide repeat-containing protein At5g06400, mitochondrial (Arabidopsis thaliana OX=3702)"
SMEL4.1_07g011180.1.01,Protein of unknown function
SMEL4.1_07g011190.1.01,Protein of unknown function
SMEL4.1_07g011200.1.01,Protein of unknown function
SMEL4.1_07g011210.1.01,Protein of unknown function
SMEL4.1_07g011220.1.01,Protein of unknown function
SMEL4.1_07g011230.1.01,Protein of unknown function
SMEL4.1_07g011240.1.01,Protein of unknown function
SMEL4.1_07g011250.1.01,Protein of unknown function
SMEL4.1_07g011260.1.01,Protein of unknown function
SMEL4.1_07g011270.1.01,Similar to FTIP1 FT-interacting protein 1 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g011280.1.01,Similar to FTIP1 FT-interacting protein 1 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g011290.1.01,Similar to EFL3 Protein ELF4-LIKE 3 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g011300.1.01,Protein of unknown function
SMEL4.1_07g011310.1.01,Protein of unknown function
SMEL4.1_07g011320.1.01,Protein of unknown function
SMEL4.1_07g011330.1.01,Similar to UP3 Stress-response A/B barrel domain-containing protein UP3 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g011340.1.01,Protein of unknown function
SMEL4.1_07g011350.1.01,Protein of unknown function
SMEL4.1_07g011360.1.01,"Similar to PCMP-H51 Pentatricopeptide repeat-containing protein At1g59720, chloroplastic/mitochondrial (Arabidopsis thaliana OX=3702)"
SMEL4.1_07g011370.1.01,"Similar to PCMP-H51 Pentatricopeptide repeat-containing protein At1g59720, chloroplastic/mitochondrial (Arabidopsis thaliana OX=3702)"
SMEL4.1_07g011380.1.01,Similar to PCMP-E22 Pentatricopeptide repeat-containing protein At2g02750 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g011390.1.01,Protein of unknown function
SMEL4.1_07g011400.1.01,Protein of unknown function
SMEL4.1_07g011410.1.01,Similar to RDR1 RNA-dependent RNA polymerase 1 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g011420.1.01,Similar to UGT89B2 UDP-glycosyltransferase 89B2 (Stevia rebaudiana OX=55670)
SMEL4.1_07g011430.1.01,Protein of unknown function
SMEL4.1_07g011440.1.01,Protein of unknown function
SMEL4.1_07g011450.1.01,Similar to TIP1-3 Aquaporin TIP1-3 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g011460.1.01,Protein of unknown function
SMEL4.1_07g011470.1.01,Protein of unknown function
SMEL4.1_07g011480.1.01,Protein of unknown function
SMEL4.1_07g011490.1.01,Protein of unknown function
SMEL4.1_07g011500.1.01,"Similar to KAS2 3-oxoacyl-[acyl-carrier-protein] synthase II, chloroplastic (Arabidopsis thaliana OX=3702)"
SMEL4.1_07g011510.1.01,Similar to At1g09900 Pentatricopeptide repeat-containing protein At1g09900 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g011520.1.01,Protein of unknown function
SMEL4.1_07g011530.1.01,Protein of unknown function
SMEL4.1_07g011540.1.01,Similar to STY13 Serine/threonine-protein kinase STY13 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g011550.1.01,Protein of unknown function
SMEL4.1_07g011560.1.01,Protein of unknown function
SMEL4.1_07g011570.1.01,Similar to STY13 Serine/threonine-protein kinase STY13 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g011580.1.01,Similar to Calcium-dependent protein kinase (Daucus carota OX=4039)
SMEL4.1_07g011590.1.01,Similar to RAD5A DNA repair protein RAD5A (Arabidopsis thaliana OX=3702)
SMEL4.1_07g011600.1.01,Similar to RAD5A DNA repair protein RAD5A (Arabidopsis thaliana OX=3702)
SMEL4.1_07g011610.1.01,Similar to At5g05130 Putative SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 3-like 1 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g011620.1.01,Protein of unknown function
SMEL4.1_07g011630.1.01,Protein of unknown function
SMEL4.1_07g011640.1.01,Similar to OSCBPW Lupeol synthase (Betula platyphylla OX=78630)
SMEL4.1_07g011650.1.01,Similar to DPE2 4-alpha-glucanotransferase DPE2 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g011660.1.01,Similar to RAD5A DNA repair protein RAD5A (Arabidopsis thaliana OX=3702)
SMEL4.1_07g011670.1.01,Protein of unknown function
SMEL4.1_07g011680.1.01,Similar to PBL17 Probable serine/threonine-protein kinase PBL17 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g011690.1.01,Similar to TOR1L2 TORTIFOLIA1-like protein 2 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g011700.1.01,Protein of unknown function
SMEL4.1_07g011710.1.01,Similar to TIF3K1 Eukaryotic translation initiation factor 3 subunit K (Oryza sativa subsp. japonica OX=39947)
SMEL4.1_07g011720.1.01,Similar to NACK2 Kinesin-like protein NACK2 (Nicotiana tabacum OX=4097)
SMEL4.1_07g011730.1.01,Similar to Sucrose synthase (Solanum tuberosum OX=4113)
SMEL4.1_07g011740.1.01,Similar to Os01g0518400 Zinc finger BED domain-containing protein RICESLEEPER 4 (Oryza sativa subsp. japonica OX=39947)
SMEL4.1_07g011750.1.01,Similar to Sucrose synthase (Solanum tuberosum OX=4113)
SMEL4.1_07g011760.1.01,Protein of unknown function
SMEL4.1_07g011770.1.01,Similar to At3g14820 GDSL esterase/lipase At3g14820 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g011780.1.01,Similar to LFG5 BI1-like protein (Arabidopsis thaliana OX=3702)
SMEL4.1_07g011790.1.01,Similar to LFG5 BI1-like protein (Arabidopsis thaliana OX=3702)
SMEL4.1_07g011800.1.01,Similar to ROS3 Protein REPRESSOR OF SILENCING 3 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g011810.1.01,Similar to OCT7 Organic cation/carnitine transporter 7 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g011820.1.01,Protein of unknown function
SMEL4.1_07g011830.1.01,Similar to PMEI3 Pectinesterase inhibitor 3 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g011840.1.01,Protein of unknown function
SMEL4.1_07g011850.1.01,Protein of unknown function
SMEL4.1_07g011860.1.01,Protein of unknown function
SMEL4.1_07g011870.1.01,Similar to FMO1 Probable flavin-containing monooxygenase 1 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g011880.1.01,"Similar to PRXQ Peroxiredoxin Q, chloroplastic (Populus jackii OX=640484)"
SMEL4.1_07g011890.1.01,Protein of unknown function
SMEL4.1_07g011900.1.01,Protein of unknown function
SMEL4.1_07g011910.1.01,Protein of unknown function
SMEL4.1_07g011920.1.01,Protein of unknown function
SMEL4.1_07g011930.1.01,Protein of unknown function
SMEL4.1_07g011940.1.01,Similar to RBOHE Respiratory burst oxidase homolog protein E (Arabidopsis thaliana OX=3702)
SMEL4.1_07g011950.1.01,Similar to ARG7 Indole-3-acetic acid-induced protein ARG7 (Vigna radiata var. radiata OX=3916)
SMEL4.1_07g011960.1.01,Protein of unknown function
SMEL4.1_07g011970.1.01,Protein of unknown function
SMEL4.1_07g011980.1.01,Protein of unknown function
SMEL4.1_07g011990.1.01,Similar to SAUR76 Auxin-responsive protein SAUR76 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g012000.1.01,Similar to EMB8 Embryogenesis-associated protein EMB8 (Picea glauca OX=3330)
SMEL4.1_07g012010.1.01,"Similar to At1g78910 RNA pseudouridine synthase 3, mitochondrial (Arabidopsis thaliana OX=3702)"
SMEL4.1_07g012020.1.01,"Similar to PCMP-E7 Pentatricopeptide repeat-containing protein At4g31070, mitochondrial (Arabidopsis thaliana OX=3702)"
SMEL4.1_07g012030.1.01,Protein of unknown function
SMEL4.1_07g012040.1.01,Protein of unknown function
SMEL4.1_07g012050.1.01,Protein of unknown function
SMEL4.1_07g012060.1.01,Similar to At1g65750 Putative ribonuclease H protein At1g65750 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g012070.1.01,Similar to cemA Chloroplast envelope membrane protein (Nephroselmis olivacea OX=31312)
SMEL4.1_07g012080.1.01,Protein of unknown function
SMEL4.1_07g012090.1.01,"Similar to PNP1 Probable polyribonucleotide nucleotidyltransferase 1, chloroplastic (Oryza sativa subsp. japonica OX=39947)"
SMEL4.1_07g012100.1.01,"Similar to SS4 Probable starch synthase 4, chloroplastic/amyloplastic (Arabidopsis thaliana OX=3702)"
SMEL4.1_07g012110.1.01,Similar to STY13 Serine/threonine-protein kinase STY13 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g012120.1.01,Similar to STY13 Serine/threonine-protein kinase STY13 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g012130.1.01,Similar to SBT1.8 Subtilisin-like protease SBT1.8 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g012140.1.01,Similar to Vestitone reductase (Medicago sativa OX=3879)
SMEL4.1_07g012150.1.01,Protein of unknown function
SMEL4.1_07g012160.1.01,Similar to rpoC2 DNA-directed RNA polymerase subunit beta'' (Solanum tuberosum OX=4113)
SMEL4.1_07g012170.1.01,Similar to RIPK Serine/threonine-protein kinase RIPK (Arabidopsis thaliana OX=3702)
SMEL4.1_07g012180.1.01,Protein of unknown function
SMEL4.1_07g012190.1.01,Similar to CYP-3 Cysteine proteinase 3 (Solanum lycopersicum OX=4081)
SMEL4.1_07g012200.1.01,Protein of unknown function
SMEL4.1_07g012210.1.01,Similar to CYP-3 Cysteine proteinase 3 (Solanum lycopersicum OX=4081)
SMEL4.1_07g012220.1.01,Similar to FER Receptor-like protein kinase FERONIA (Arabidopsis thaliana OX=3702)
SMEL4.1_07g012230.1.01,Similar to CIPK17 CBL-interacting serine/threonine-protein kinase 17 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g012240.1.01,Similar to PNG1 Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase (Arabidopsis thaliana OX=3702)
SMEL4.1_07g012250.1.01,Protein of unknown function
SMEL4.1_07g012260.1.01,Similar to VIP6 Protein CTR9 homolog (Arabidopsis thaliana OX=3702)
SMEL4.1_07g012270.1.01,"Similar to ndhA NAD(P)H-quinone oxidoreductase subunit 1, chloroplastic (Nicotiana tabacum OX=4097)"
SMEL4.1_07g012280.1.01,Similar to Os06g0358800 Ribonuclease 3-like protein 3 (Oryza sativa subsp. japonica OX=39947)
SMEL4.1_07g012290.1.01,Protein of unknown function
SMEL4.1_07g012300.1.01,Similar to HDG1 Homeobox-leucine zipper protein HDG1 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g012310.1.01,Similar to HDG8 Homeobox-leucine zipper protein HDG8 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g012320.1.01,"Similar to PCMP-H83 Pentatricopeptide repeat-containing protein At3g63370, chloroplastic (Arabidopsis thaliana OX=3702)"
SMEL4.1_07g012330.1.01,Protein of unknown function
SMEL4.1_07g012340.1.01,Protein of unknown function
SMEL4.1_07g012350.1.01,Similar to SKP2A F-box protein SKP2A (Arabidopsis thaliana OX=3702)
SMEL4.1_07g012360.1.01,Protein of unknown function
SMEL4.1_07g012370.1.01,Similar to ACR4 ACT domain-containing protein ACR4 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g012380.1.01,Similar to OFUT35 O-fucosyltransferase 35 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g012390.1.01,Similar to OFUT35 O-fucosyltransferase 35 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g012400.1.01,Similar to MOB1-A MOB kinase activator-like 1A (Medicago sativa subsp. falcata OX=3878)
SMEL4.1_07g012410.1.01,Similar to psaA Photosystem I P700 chlorophyll a apoprotein A1 (Mesostigma viride OX=41882)
SMEL4.1_07g012420.1.01,Similar to SCD1 DENN domain and WD repeat-containing protein SCD1 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g012430.1.01,Protein of unknown function
SMEL4.1_07g012440.1.01,Protein of unknown function
SMEL4.1_07g012450.1.01,Protein of unknown function
SMEL4.1_07g012460.1.01,Similar to GRF5 Growth-regulating factor 5 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g012470.1.01,Similar to WDL7 Protein WVD2-like 7 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g012480.1.01,Protein of unknown function
SMEL4.1_07g012490.1.01,Protein of unknown function
SMEL4.1_07g012500.1.01,Protein of unknown function
SMEL4.1_07g012510.1.01,Similar to FIP1 Protein FIP1 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g012520.1.01,Similar to FIP1 Protein FIP1 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g012530.1.01,Similar to CYP-3 Cysteine proteinase 3 (Solanum lycopersicum OX=4081)
SMEL4.1_07g012540.1.01,"Similar to CPN20 20 kDa chaperonin, chloroplastic (Arabidopsis thaliana OX=3702)"
SMEL4.1_07g012550.1.01,Similar to ARF19 Auxin response factor 19 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g012560.1.01,Protein of unknown function
SMEL4.1_07g012570.1.01,Protein of unknown function
SMEL4.1_07g012580.1.01,Protein of unknown function
SMEL4.1_07g012590.1.01,Similar to RH17 DEAD-box ATP-dependent RNA helicase 17 (Oryza sativa subsp. japonica OX=39947)
SMEL4.1_07g012600.1.01,Similar to At1g65750 Putative ribonuclease H protein At1g65750 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g012610.1.01,Similar to RH17 DEAD-box ATP-dependent RNA helicase 17 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g012620.1.01,Similar to RH17 DEAD-box ATP-dependent RNA helicase 17 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g012630.1.01,Protein of unknown function
SMEL4.1_07g012640.1.01,Similar to Kirola (Actinidia deliciosa OX=3627)
SMEL4.1_07g012650.1.01,Protein of unknown function
SMEL4.1_07g012660.1.01,Similar to ERF016 Ethylene-responsive transcription factor ERF016 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g012670.1.01,Protein of unknown function
SMEL4.1_07g012680.1.01,Protein of unknown function
SMEL4.1_07g012690.1.01,Protein of unknown function
SMEL4.1_07g012700.1.01,Protein of unknown function
SMEL4.1_07g012710.1.01,Similar to Beta-galactosidase (Brassica oleracea OX=3712)
SMEL4.1_07g012720.1.01,Protein of unknown function
SMEL4.1_07g012730.1.01,Protein of unknown function
SMEL4.1_07g012740.1.01,Similar to FLZ13 FCS-Like Zinc finger 13 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g012750.1.01,Protein of unknown function
SMEL4.1_07g012760.1.01,Similar to TIFY10A Protein TIFY 10A (Arabidopsis thaliana OX=3702)
SMEL4.1_07g012770.1.01,Similar to Exopolygalacturonase (Fragment) (Oenothera organensis OX=3945)
SMEL4.1_07g012780.1.01,Similar to GSVIVT00026920001 Probable polygalacturonase (Vitis vinifera OX=29760)
SMEL4.1_07g012790.1.01,Protein of unknown function
SMEL4.1_07g012800.1.01,Protein of unknown function
SMEL4.1_07g012810.1.01,Protein of unknown function
SMEL4.1_07g012820.1.01,Protein of unknown function
SMEL4.1_07g012830.1.01,"Similar to PCMP-H58 Pentatricopeptide repeat-containing protein At5g50390, chloroplastic (Arabidopsis thaliana OX=3702)"
SMEL4.1_07g012840.1.01,Similar to ycf2-B Protein Ycf2 B (Atropa belladonna OX=33113)
SMEL4.1_07g012850.1.01,Similar to RPS26A 40S ribosomal protein S26-1 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g012860.1.01,Protein of unknown function
SMEL4.1_07g012870.1.01,Protein of unknown function
SMEL4.1_07g012880.1.01,Similar to At1g23070 Protein LAZ1 homolog 2 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g012890.1.01,Protein of unknown function
SMEL4.1_07g012900.1.01,Similar to PAPS3 Nuclear poly(A) polymerase 3 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g012910.1.01,Protein of unknown function
SMEL4.1_07g012920.1.01,Protein of unknown function
SMEL4.1_07g012930.1.01,Protein of unknown function
SMEL4.1_07g012940.1.01,Similar to PP7 Serine/threonine-protein phosphatase 7 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g012950.1.01,"Similar to At1g71210 Pentatricopeptide repeat-containing protein At1g71210, mitochondrial (Arabidopsis thaliana OX=3702)"
SMEL4.1_07g012960.1.01,Similar to TBL16 Protein trichome birefringence-like 16 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g012970.1.01,Protein of unknown function
SMEL4.1_07g012980.1.01,Protein of unknown function
SMEL4.1_07g012990.1.01,Similar to RECQL3 ATP-dependent DNA helicase Q-like 3 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g013000.1.01,Protein of unknown function
SMEL4.1_07g013010.1.01,Similar to RECQL3 ATP-dependent DNA helicase Q-like 3 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g013020.1.01,Similar to CCX3 Cation/calcium exchanger 3 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g013030.1.01,Protein of unknown function
SMEL4.1_07g013040.1.01,Protein of unknown function
SMEL4.1_07g013050.1.01,Protein of unknown function
SMEL4.1_07g013060.1.01,Similar to GG3 Guanine nucleotide-binding protein subunit gamma 3 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g013070.1.01,Protein of unknown function
SMEL4.1_07g013080.1.01,Protein of unknown function
SMEL4.1_07g013090.1.01,Similar to OCT7 Organic cation/carnitine transporter 7 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g013100.1.01,Protein of unknown function
SMEL4.1_07g013110.1.01,Similar to SKP2B F-box protein SKP2B (Arabidopsis thaliana OX=3702)
SMEL4.1_07g013120.1.01,"Similar to SS4 Probable starch synthase 4, chloroplastic/amyloplastic (Arabidopsis thaliana OX=3702)"
SMEL4.1_07g013130.1.01,Similar to rpoC2 DNA-directed RNA polymerase subunit beta'' (Solanum bulbocastanum OX=147425)
SMEL4.1_07g013140.1.01,Protein of unknown function
SMEL4.1_07g013150.1.01,Similar to OCT7 Organic cation/carnitine transporter 7 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g013160.1.01,Similar to OCT7 Organic cation/carnitine transporter 7 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g013170.1.01,Protein of unknown function
SMEL4.1_07g013180.1.01,Protein of unknown function
SMEL4.1_07g013190.1.01,Protein of unknown function
SMEL4.1_07g013200.1.01,Similar to RGG2 Guanine nucleotide-binding protein subunit gamma 2 (Oryza sativa subsp. indica OX=39946)
SMEL4.1_07g013210.1.01,"Similar to PDH-E1 ALPHA Pyruvate dehydrogenase E1 component subunit alpha-3, chloroplastic (Arabidopsis thaliana OX=3702)"
SMEL4.1_07g013220.1.01,"Similar to RBL14 Rhomboid-like protein 14, mitochondrial (Arabidopsis thaliana OX=3702)"
SMEL4.1_07g013230.1.01,Similar to At1g16250 F-box/kelch-repeat protein At1g16250 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g013240.1.01,Similar to At1g16250 F-box/kelch-repeat protein At1g16250 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g013250.1.01,"Similar to RUG3 RCC1 domain-containing protein RUG3, mitochondrial (Arabidopsis thaliana OX=3702)"
SMEL4.1_07g013260.1.01,"Similar to RUG3 RCC1 domain-containing protein RUG3, mitochondrial (Arabidopsis thaliana OX=3702)"
SMEL4.1_07g013270.1.01,Protein of unknown function
SMEL4.1_07g013280.1.01,Similar to ER1 LRR receptor-like serine/threonine-protein kinase ER1 (Oryza sativa subsp. japonica OX=39947)
SMEL4.1_07g013290.1.01,Similar to TPRP-F1 36.4 kDa proline-rich protein (Solanum lycopersicum OX=4081)
SMEL4.1_07g013300.1.01,Similar to UGT71K2 UDP-glycosyltransferase 71K2 (Pyrus communis OX=23211)
SMEL4.1_07g013310.1.01,Protein of unknown function
SMEL4.1_07g013320.1.01,Similar to GT3 Putative UDP-glucose flavonoid 3-O-glucosyltransferase 3 (Fragaria ananassa OX=3747)
SMEL4.1_07g013330.1.01,Protein of unknown function
SMEL4.1_07g013340.1.01,Similar to FRS2 Protein FAR1-RELATED SEQUENCE 2 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g013350.1.01,Protein of unknown function
SMEL4.1_07g013360.1.01,Similar to FHY3 Protein FAR-RED ELONGATED HYPOCOTYL 3 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g013370.1.01,"Similar to GABA-TP1 Gamma aminobutyrate transaminase 1, mitochondrial (Solanum lycopersicum OX=4081)"
SMEL4.1_07g013380.1.01,"Similar to GABA-TP1 Gamma aminobutyrate transaminase 1, mitochondrial (Solanum lycopersicum OX=4081)"
SMEL4.1_07g013390.1.01,Protein of unknown function
SMEL4.1_07g013400.1.01,Protein of unknown function
SMEL4.1_07g013410.1.01,Similar to NPF5.1 Protein NRT1/ PTR FAMILY 5.1 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g013420.1.01,Similar to LBD15 LOB domain-containing protein 15 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g013430.1.01,Protein of unknown function
SMEL4.1_07g013440.1.01,Protein of unknown function
SMEL4.1_07g013450.1.01,Protein of unknown function
SMEL4.1_07g013460.1.01,Similar to At2g40480 WEB family protein At2g40480 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g013470.1.01,Similar to H6H Hyoscyamine 6-dioxygenase (Hyoscyamus niger OX=4079)
SMEL4.1_07g013480.1.01,Similar to GmSGT2 Soyasapogenol B glucuronide galactosyltransferase (Glycine max OX=3847)
SMEL4.1_07g013490.1.01,"Similar to rps7-A 30S ribosomal protein S7, chloroplastic (Nicotiana sylvestris OX=4096)"
SMEL4.1_07g013500.1.01,Protein of unknown function
SMEL4.1_07g013510.1.01,Similar to CSLG1 Cellulose synthase-like protein G1 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g013520.1.01,Similar to RPL27C 60S ribosomal protein L27-3 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g013530.1.01,Similar to SCL23 Scarecrow-like protein 23 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g013540.1.01,Protein of unknown function
SMEL4.1_07g013550.1.01,Similar to MUR4 UDP-arabinose 4-epimerase 1 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g013560.1.01,Protein of unknown function
SMEL4.1_07g013570.1.01,Protein of unknown function
SMEL4.1_07g013580.1.01,Similar to Putative AC transposase (Zea mays OX=4577)
SMEL4.1_07g013590.1.01,Similar to PAT1H2 Protein PAT1 homolog 2 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g013600.1.01,Similar to PAT1H2 Protein PAT1 homolog 2 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g013610.1.01,Protein of unknown function
SMEL4.1_07g013620.1.01,Protein of unknown function
SMEL4.1_07g013630.1.01,Protein of unknown function
SMEL4.1_07g013640.1.01,Protein of unknown function
SMEL4.1_07g013650.1.01,Similar to OTU11 OVARIAN TUMOR DOMAIN-containing deubiquitinating enzyme 11 (Arabidopsis thaliana OX=3702)
SMEL4.1_07g013660.1.01,Similar to TOGT1 Scopoletin glucosyltransferase (Nicotiana tabacum OX=4097)
